# -*-sh-*-
# Atlas inclusive jet cross sections 2010
#
# From "Measurement of inclusive jet and dijet production 
# in pp collisions at sqrt(s)= 7 TeV using the ATLAS detector"
# by the ATLAS Collaboration.
#
# Published: arXiv:1112.6297v2
#

##########################################################
#  General parameters of this dataset
##########################################################

AlposName           "bla" # not used
Description         "ATLAS inclusive jets @ 7TeV, 2010, R04, 37 pb-1 "
Reference           "Phys.Rev. D86 (2012) 014022 [arXiv:1112.6297]"


##########################################################
#  Theory function settings
#
#  fastNLO parameters, specific to this dataset
#  not specified parameters are taken from default as
#  specified in the global steering file
##########################################################
# ----TheoryFunction: fastNLO ---
Filename			theoryfiles/fnl1016_I1082936.tab
Units				1      # 0: absoluteUnits, 1: PublicationUnits
MuRFuncForm			0      # 0: scale1, 1: scale2, 2: quad.sum, 3: quad.mean
MuFFuncForm		        0      # 0: scale1, 1: scale2, 2: quad.sum, 3: quad.mean


##########################################################
#  Data table 
#  
#  Necessary keys are:
#   + ErrorSet           (Specifies the 'set' of error, which may correlated to other data sets)
#   + Data		 (the data table, bin boundaries, and errors)
#   + Errors		 (specify the used errors, and its nature)
#   + TheoryFactors     (multiplicative factors to be applied on theory) 
#   + TheoryErrors	 (additional errors on the theory [as sepcified in 'Data'])
# 
##########################################################


Data {{
     "ymin"      "ymax"  "pt1"   "pt2"  "YBinSize"      "NPCorr"          "stat"         "Sigma"  "JES1_RelSys_1"  "JES1_RelSys_2"  "JES1_RelSys_3"  "JES1_RelSys_4"  "JES1_RelSys_5"  "JES1_RelSys_6"  "JES2_RelSys_7"  "JES2_RelSys_8"  "JES2_RelSys_9"  "JES2_RelSys_10"  "JES2_RelSys_11"  "JES2_RelSys_12"  "JES3_RelSys_13"  "JES3_RelSys_14"  "JES3_RelSys_15"  "JES3_RelSys_16"  "JES3_RelSys_17"  "JES3_RelSys_18"  "JES4_RelSys_19"  "JES4_RelSys_20"  "JES4_RelSys_21"  "JES4_RelSys_22"  "JES4_RelSys_23"  "JES4_RelSys_24"  "JES5_RelSys_25"  "JES5_RelSys_26"  "JES5_RelSys_27"  "JES5_RelSys_28"  "JES5_RelSys_29"  "JES5_RelSys_30"  "JES6_RelSys_31"  "JES7_RelSys_32"  "JES7_RelSys_33"  "JES7_RelSys_34"  "JES7_RelSys_35"  "JES7_RelSys_36"  "JES7_RelSys_37"  "JES8_RelSys_38"  "JES8_RelSys_39"  "JES8_RelSys_40"  "JES8_RelSys_41"  "JES8_RelSys_42"  "JES8_RelSys_43"  "JES9_RelSys_44"  "JES9_RelSys_45"  "JES9_RelSys_46"  "JES9_RelSys_47"  "JES9_RelSys_48"  "JES9_RelSys_49"  "JES10_RelSys_50"  "JES10_RelSys_51"  "JES10_RelSys_52"  "JES10_RelSys_53"  "JES10_RelSys_54"  "JES10_RelSys_55"  "JES11_RelSys_56"  "JES11_RelSys_57"  "JES11_RelSys_58"  "JES11_RelSys_59"  "JES11_RelSys_60"  "JES11_RelSys_61"  "JES12_RelSys_62"  "JES12_RelSys_63"  "JES12_RelSys_64"  "JES12_RelSys_65"  "JES12_RelSys_66"  "JES12_RelSys_67"  "JES13_RelSys_68"  "JES13_RelSys_69"  "JES13_RelSys_70"  "JES13_RelSys_71"  "JES13_RelSys_72"  "JES13_RelSys_73"  "JESPileUp_RelSys_uncorr"  "CleaningEffRelSys_uncorr"  "UnfClosureRelSys_74"  "MatchingRelSys_75"  "JERRelSys_76"  "JERRelSys_77"  "JERRelSys_78"  "JERRelSys_79"  "JERRelSys_80"  "JERRelSys_81"  "YResoRelSys_82"  "RecoEffRelSys_83"  "RecoEffRelSys_84"  "RecoEffRelSys_85"  "RecoEffRelSys_86"  "TriggerEffRelSys_uncorr"  "atlas_lumi2010"  
       0.3         0.8    110      160        1.0       0.993522        0.435518     1435.841211         0.059371         0.000000         0.000000         0.000000         0.000000         0.000000         5.576723         0.000000         0.000000          0.000000          0.000000          0.000000          3.810593          0.000000          0.000000          0.000000          0.000000          0.000000          3.391774          0.000000          0.000000          0.000000          0.000000          0.000000          0.826633          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          2.478045          0.000000          0.000000          0.000000          0.000000          0.000000          0.773621          0.000000          0.000000          0.000000          0.000000          0.000000          5.224304          0.000000          0.000000          0.000000          0.000000          0.000000           1.579241           0.000000           0.000000           0.000000           0.000000           0.000000           0.057733           0.000000           0.000000           0.000000           0.000000           0.000000           0.147115           0.000000           0.000000           0.000000           0.000000           0.000000           5.020805           0.000000           0.000000           0.000000           0.000000           0.000000                   0.438843                    0.097998               0.086956             0.051847        1.324634        0.000000        0.000000        0.000000        0.000000        0.000000          0.030506            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    160      210        1.0       0.994993        0.577799      240.711465         0.006856         0.000000         0.000000         0.000000         0.000000         0.000000         4.552500         0.000000         0.000000          0.000000          0.000000          0.000000          3.791974          0.000000          0.000000          0.000000          0.000000          0.000000          2.995199          0.000000          0.000000          0.000000          0.000000          0.000000          1.719420          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          2.433395          0.000000          0.000000          0.000000          0.000000          0.000000          1.074081          0.000000          0.000000          0.000000          0.000000          0.000000          5.736786          0.000000          0.000000          0.000000          0.000000          0.000000           2.484193           0.000000           0.000000           0.000000           0.000000           0.000000           0.381648           0.000000           0.000000           0.000000           0.000000           0.000000           0.019225           0.000000           0.000000           0.000000           0.000000           0.000000           6.700469           0.000000           0.000000           0.000000           0.000000           0.000000                   0.511263                    0.087265               0.147522             0.068161        0.725677        0.000000        0.000000        0.000000        0.000000        0.000000          0.003574            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    210      260        1.0       0.996070        0.716995       60.571860         0.001495         0.000000         0.000000         0.000000         0.000000         0.000000         4.627041         0.000000         0.000000          0.000000          0.000000          0.000000          3.891558          0.000000          0.000000          0.000000          0.000000          0.000000          2.325094          0.000000          0.000000          0.000000          0.000000          0.000000          2.120597          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.953798          0.000000          0.000000          0.000000          0.000000          0.000000          0.683797          0.000000          0.000000          0.000000          0.000000          0.000000          6.372449          0.000000          0.000000          0.000000          0.000000          0.000000           3.494891           0.000000           0.000000           0.000000           0.000000           0.000000           0.447218           0.000000           0.000000           0.000000           0.000000           0.000000           0.002479           0.000000           0.000000           0.000000           0.000000           0.000000           7.766841           0.000000           0.000000           0.000000           0.000000           0.000000                   0.311274                    0.085426               0.140824             0.012250        0.386675        0.000000        0.000000        0.000000        0.000000        0.000000          0.050843            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    260      310        1.0       0.996915        0.682085       19.589954         0.000600         0.000000         0.000000         0.000000         0.000000         0.000000         4.065327         0.000000         0.000000          0.000000          0.000000          0.000000          3.067180          0.000000          0.000000          0.000000          0.000000          0.000000          2.045404          0.000000          0.000000          0.000000          0.000000          0.000000          2.978508          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          2.070600          0.000000          0.000000          0.000000          0.000000          0.000000          0.672434          0.000000          0.000000          0.000000          0.000000          0.000000          6.895910          0.000000          0.000000          0.000000          0.000000          0.000000           3.908074           0.000000           0.000000           0.000000           0.000000           0.000000           0.297988           0.000000           0.000000           0.000000           0.000000           0.000000           0.000790           0.000000           0.000000           0.000000           0.000000           0.000000           8.812855           0.000000           0.000000           0.000000           0.000000           0.000000                   0.277476                    0.085130               0.197685             0.003343        0.739319        0.000000        0.000000        0.000000        0.000000        0.000000          0.032664            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    310      400        1.0       0.997853        0.919906        5.644468         0.000209         0.000000         0.000000         0.000000         0.000000         0.000000         3.577969         0.000000         0.000000          0.000000          0.000000          0.000000          2.637252          0.000000          0.000000          0.000000          0.000000          0.000000          1.839832          0.000000          0.000000          0.000000          0.000000          0.000000          3.323284          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.892109          0.000000          0.000000          0.000000          0.000000          0.000000          0.362688          0.000000          0.000000          0.000000          0.000000          0.000000          7.139653          0.000000          0.000000          0.000000          0.000000          0.000000           4.274326           0.000000           0.000000           0.000000           0.000000           0.000000           0.458050           0.000000           0.000000           0.000000           0.000000           0.000000           0.000348           0.000000           0.000000           0.000000           0.000000           0.000000           9.412360           0.000000           0.000000           0.000000           0.000000           0.000000                   0.308086                    0.085080               0.106537             0.004145        0.730902        0.000000        0.000000        0.000000        0.000000        0.000000          0.039011            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    400      500        1.0       0.998840        1.762554        1.187303         0.000058         0.000000         0.000000         0.000000         0.000000         0.000000         3.631210         0.000000         0.000000          0.000000          0.000000          0.000000          2.855308          0.000000          0.000000          0.000000          0.000000          0.000000          1.522175          0.000000          0.000000          0.000000          0.000000          0.000000          2.872644          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.388722          0.000000          0.000000          0.000000          0.000000          0.000000          0.331774          0.000000          0.000000          0.000000          0.000000          0.000000          6.441279          0.000000          0.000000          0.000000          0.000000          0.000000           4.540847           0.000000           0.000000           0.000000           0.000000           0.000000           0.266857           0.000000           0.000000           0.000000           0.000000           0.000000           0.000158           0.000000           0.000000           0.000000           0.000000           0.000000           9.449553           0.000000           0.000000           0.000000           0.000000           0.000000                   0.252015                    0.085077               0.278060             0.002305        0.401358        0.000000        0.000000        0.000000        0.000000        0.000000          0.066410            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    500      600        1.0       0.999655        3.231427        0.316385         0.000014         0.000000         0.000000         0.000000         0.000000         0.000000         3.309443         0.000000         0.000000          0.000000          0.000000          0.000000          2.441207          0.000000          0.000000          0.000000          0.000000          0.000000          0.614077          0.000000          0.000000          0.000000          0.000000          0.000000          1.990989          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.102317          0.000000          0.000000          0.000000          0.000000          0.000000          0.397985          0.000000          0.000000          0.000000          0.000000          0.000000          6.905133          0.000000          0.000000          0.000000          0.000000          0.000000           5.239954           0.000000           0.000000           0.000000           0.000000           0.000000           0.517894           0.000000           0.000000           0.000000           0.000000           0.000000           0.000030           0.000000           0.000000           0.000000           0.000000           0.000000          10.948377           0.000000           0.000000           0.000000           0.000000           0.000000                   0.252251                    0.405933               0.243277             0.000480        0.352901        0.000000        0.000000        0.000000        0.000000        0.000000          0.021150            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    600      800        1.0       1.000610        4.204402        0.065969         0.000005         0.000000         0.000000         0.000000         0.000000         0.000000         3.551788         0.000000         0.000000          0.000000          0.000000          0.000000          1.181688          0.000000          0.000000          0.000000          0.000000          0.000000          0.664832          0.000000          0.000000          0.000000          0.000000          0.000000          2.086808          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.207757          0.000000          0.000000          0.000000          0.000000          0.000000          0.383041          0.000000          0.000000          0.000000          0.000000          0.000000          7.415621          0.000000          0.000000          0.000000          0.000000          0.000000           6.316111           0.000000           0.000000           0.000000           0.000000           0.000000           1.310097           0.000000           0.000000           0.000000           0.000000           0.000000           0.000007           0.000000           0.000000           0.000000           0.000000           0.000000          12.603766           0.000000           0.000000           0.000000           0.000000           0.000000                   0.151743                    0.405933               0.247060             0.000323        0.160527        0.000000        0.000000        0.000000        0.000000        0.000000          0.022627            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8    800     1000        1.0       1.001581       11.868231        0.007801         0.000103         0.000000         0.000000         0.000000         0.000000         0.000000         5.508441         0.000000         0.000000          0.000000          0.000000          0.000000          3.584277          0.000000          0.000000          0.000000          0.000000          0.000000          1.408486          0.000000          0.000000          0.000000          0.000000          0.000000          3.039553          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.874182          0.000000          0.000000          0.000000          0.000000          0.000000          0.401989          0.000000          0.000000          0.000000          0.000000          0.000000          8.965937          0.000000          0.000000          0.000000          0.000000          0.000000           7.103945           0.000000           0.000000           0.000000           0.000000           0.000000           3.170677           0.000000           0.000000           0.000000           0.000000           0.000000           0.000024           0.000000           0.000000           0.000000           0.000000           0.000000          15.901302           0.000000           0.000000           0.000000           0.000000           0.000000                   0.150570                    0.405933               0.481414             0.000878        1.006019        0.000000        0.000000        0.000000        0.000000        0.000000          0.025577            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8   1000     1200        1.0       1.002339       30.623795        0.001377         0.003812         0.000000         0.000000         0.000000         0.000000         0.000000         5.749408         0.000000         0.000000          0.000000          0.000000          0.000000          3.691389          0.000000          0.000000          0.000000          0.000000          0.000000          0.524349          0.000000          0.000000          0.000000          0.000000          0.000000          3.581763          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.923098          0.000000          0.000000          0.000000          0.000000          0.000000          0.607984          0.000000          0.000000          0.000000          0.000000          0.000000         10.126715          0.000000          0.000000          0.000000          0.000000          0.000000           8.401188           0.000000           0.000000           0.000000           0.000000           0.000000           6.494921           0.000000           0.000000           0.000000           0.000000           0.000000           0.001066           0.000000           0.000000           0.000000           0.000000           0.000000          18.826445           0.000000           0.000000           0.000000           0.000000           0.000000                   0.140399                    0.405933               0.614629             0.007296        2.157666        0.000000        0.000000        0.000000        0.000000        0.000000          0.029854            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.3         0.8   1200     1500        1.0       1.003097       66.602893        0.000235         0.076319         0.000000         0.000000         0.000000         0.000000         0.000000         7.128224         0.000000         0.000000          0.000000          0.000000          0.000000          5.630125          0.000000          0.000000          0.000000          0.000000          0.000000          1.240452          0.000000          0.000000          0.000000          0.000000          0.000000          3.456264          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          1.333932          0.000000          0.000000          0.000000          0.000000          0.000000          0.662739          0.000000          0.000000          0.000000          0.000000          0.000000         10.706300          0.000000          0.000000          0.000000          0.000000          0.000000           9.657441           0.000000           0.000000           0.000000           0.000000           0.000000          12.194089           0.000000           0.000000           0.000000           0.000000           0.000000           0.021238           0.000000           0.000000           0.000000           0.000000           0.000000          23.011025           0.000000           0.000000           0.000000           0.000000           0.000000                   0.181372                    0.405933               0.511448             0.068796        2.366507        0.000000        0.000000        0.000000        0.000000        0.000000          0.124200            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
                                                        
       0.8         1.2     20       30        0.8       0.981062        0.683839  3919483.501137         0.000000         9.140540         0.000000         0.000000         0.000000         0.000000         0.000000         8.039185         0.000000          0.000000          0.000000          0.000000          0.000000          9.320410          0.000000          0.000000          0.000000          0.000000          0.000000         12.567467          0.000000          0.000000          0.000000          0.000000          0.000000          3.935849          0.000000          0.000000          0.000000          0.000000          7.512780          0.000000          1.884282          0.000000          0.000000          0.000000          0.000000          0.000000          4.081274          0.000000          0.000000          0.000000          0.000000          0.000000          4.358388          0.000000          0.000000          0.000000          0.000000           0.000000           0.007882           0.000000           0.000000           0.000000           0.000000           0.000000           0.045382           0.000000           0.000000           0.000000           0.000000           0.000000           2.764365           0.000000           0.000000           0.000000           0.000000           0.000000           0.019889           0.000000           0.000000           0.000000           0.000000                   1.149557                    0.350539               0.030500             0.975405        0.000000        9.379975        0.000000        0.000000        0.000000        0.000000          1.180039            2.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2     30       45        0.8       0.984172        1.514659   665863.019009         0.000000         5.010206         0.000000         0.000000         0.000000         0.000000         0.000000        11.103993         0.000000          0.000000          0.000000          0.000000          0.000000          7.182863          0.000000          0.000000          0.000000          0.000000          0.000000          5.671797          0.000000          0.000000          0.000000          0.000000          0.000000          2.541316          0.000000          0.000000          0.000000          0.000000          8.742724          0.000000          2.606801          0.000000          0.000000          0.000000          0.000000          0.000000          3.375420          0.000000          0.000000          0.000000          0.000000          0.000000          4.897588          0.000000          0.000000          0.000000          0.000000           0.000000           0.048407           0.000000           0.000000           0.000000           0.000000           0.000000           0.071573           0.000000           0.000000           0.000000           0.000000           0.000000           3.362538           0.000000           0.000000           0.000000           0.000000           0.000000           0.167530           0.000000           0.000000           0.000000           0.000000                   0.881645                    0.357801               0.047779             0.664307        0.000000        6.495800        0.000000        0.000000        0.000000        0.000000          0.229561            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2     45       60        0.8       0.986570        2.594312   139404.535628         0.000000         1.877165         0.000000         0.000000         0.000000         0.000000         0.000000         8.190727         0.000000          0.000000          0.000000          0.000000          0.000000          6.349684          0.000000          0.000000          0.000000          0.000000          0.000000          2.034742          0.000000          0.000000          0.000000          0.000000          0.000000          1.752220          0.000000          0.000000          0.000000          0.000000          7.150859          0.000000          3.215814          0.000000          0.000000          0.000000          0.000000          0.000000          1.909306          0.000000          0.000000          0.000000          0.000000          0.000000          4.673411          0.000000          0.000000          0.000000          0.000000           0.000000           0.202748           0.000000           0.000000           0.000000           0.000000           0.000000           0.343671           0.000000           0.000000           0.000000           0.000000           0.000000           2.689054           0.000000           0.000000           0.000000           0.000000           0.000000           0.246351           0.000000           0.000000           0.000000           0.000000                   0.557109                    0.305833               0.053993             0.463647        0.000000        3.082633        0.000000        0.000000        0.000000        0.000000          0.315078            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2     60       80        0.8       0.988507        0.991381    33910.307200         0.000000         0.656100         0.000000         0.000000         0.000000         0.000000         0.000000         6.033372         0.000000          0.000000          0.000000          0.000000          0.000000          4.820091          0.000000          0.000000          0.000000          0.000000          0.000000          2.421068          0.000000          0.000000          0.000000          0.000000          0.000000          2.323977          0.000000          0.000000          0.000000          0.000000          5.284455          0.000000          2.804259          0.000000          0.000000          0.000000          0.000000          0.000000          1.500421          0.000000          0.000000          0.000000          0.000000          0.000000          4.356072          0.000000          0.000000          0.000000          0.000000           0.000000           0.337001           0.000000           0.000000           0.000000           0.000000           0.000000           0.071728           0.000000           0.000000           0.000000           0.000000           0.000000           0.834388           0.000000           0.000000           0.000000           0.000000           0.000000           1.602601           0.000000           0.000000           0.000000           0.000000                   0.531176                    0.233036               0.012653             0.118129        0.000000        1.506840        0.000000        0.000000        0.000000        0.000000          0.158453            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2     80      110        0.8       0.990464        0.713800     7546.682797         0.000000         0.463944         0.000000         0.000000         0.000000         0.000000         0.000000         5.798059         0.000000          0.000000          0.000000          0.000000          0.000000          3.925135          0.000000          0.000000          0.000000          0.000000          0.000000          2.840713          0.000000          0.000000          0.000000          0.000000          0.000000          0.983514          0.000000          0.000000          0.000000          0.000000          4.257297          0.000000          2.949507          0.000000          0.000000          0.000000          0.000000          0.000000          1.327414          0.000000          0.000000          0.000000          0.000000          0.000000          4.822032          0.000000          0.000000          0.000000          0.000000           0.000000           1.310131           0.000000           0.000000           0.000000           0.000000           0.000000           0.339244           0.000000           0.000000           0.000000           0.000000           0.000000           0.322480           0.000000           0.000000           0.000000           0.000000           0.000000           3.850672           0.000000           0.000000           0.000000           0.000000                   0.811057                    0.155013               0.153571             0.254494        0.000000        1.431366        0.000000        0.000000        0.000000        0.000000          0.217590            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    110      160        0.8       0.992602        0.502577     1275.040592         0.000000         0.061414         0.000000         0.000000         0.000000         0.000000         0.000000         5.876038         0.000000          0.000000          0.000000          0.000000          0.000000          3.762453          0.000000          0.000000          0.000000          0.000000          0.000000          2.533137          0.000000          0.000000          0.000000          0.000000          0.000000          0.990908          0.000000          0.000000          0.000000          0.000000          3.016278          0.000000          2.576942          0.000000          0.000000          0.000000          0.000000          0.000000          0.912529          0.000000          0.000000          0.000000          0.000000          0.000000          5.205572          0.000000          0.000000          0.000000          0.000000           0.000000           1.773293           0.000000           0.000000           0.000000           0.000000           0.000000           0.058399           0.000000           0.000000           0.000000           0.000000           0.000000           0.143847           0.000000           0.000000           0.000000           0.000000           0.000000           5.263716           0.000000           0.000000           0.000000           0.000000                   0.716974                    0.096162               0.165264             0.067108        0.000000        1.746819        0.000000        0.000000        0.000000        0.000000          0.118480            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    160      210        0.8       0.994429        0.579484      205.279749         0.000000         0.005731         0.000000         0.000000         0.000000         0.000000         0.000000         4.777419         0.000000          0.000000          0.000000          0.000000          0.000000          3.873819          0.000000          0.000000          0.000000          0.000000          0.000000          2.334695          0.000000          0.000000          0.000000          0.000000          0.000000          1.769445          0.000000          0.000000          0.000000          0.000000          3.598503          0.000000          2.332398          0.000000          0.000000          0.000000          0.000000          0.000000          0.970836          0.000000          0.000000          0.000000          0.000000          0.000000          5.913710          0.000000          0.000000          0.000000          0.000000           0.000000           2.577308           0.000000           0.000000           0.000000           0.000000           0.000000           0.402871           0.000000           0.000000           0.000000           0.000000           0.000000           0.017299           0.000000           0.000000           0.000000           0.000000           0.000000           6.819180           0.000000           0.000000           0.000000           0.000000                   0.711521                    0.075889               0.176680             0.009068        0.000000        1.174667        0.000000        0.000000        0.000000        0.000000          0.107023            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    210      260        0.8       0.995764        0.999077       50.092360         0.000000         0.001047         0.000000         0.000000         0.000000         0.000000         0.000000         4.281353         0.000000          0.000000          0.000000          0.000000          0.000000          3.523770          0.000000          0.000000          0.000000          0.000000          0.000000          2.164144          0.000000          0.000000          0.000000          0.000000          0.000000          1.964139          0.000000          0.000000          0.000000          0.000000          3.896308          0.000000          2.052742          0.000000          0.000000          0.000000          0.000000          0.000000          0.572301          0.000000          0.000000          0.000000          0.000000          0.000000          6.373678          0.000000          0.000000          0.000000          0.000000           0.000000           3.270595           0.000000           0.000000           0.000000           0.000000           0.000000           0.395321           0.000000           0.000000           0.000000           0.000000           0.000000           0.002051           0.000000           0.000000           0.000000           0.000000           0.000000           8.050572           0.000000           0.000000           0.000000           0.000000                   0.651359                    0.071888               0.138021             0.002755        0.000000        1.601098        0.000000        0.000000        0.000000        0.000000          0.076582            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    260      310        0.8       0.996810        0.979868       15.931959         0.000000         0.000342         0.000000         0.000000         0.000000         0.000000         0.000000         3.744040         0.000000          0.000000          0.000000          0.000000          0.000000          2.679554          0.000000          0.000000          0.000000          0.000000          0.000000          1.591408          0.000000          0.000000          0.000000          0.000000          0.000000          2.635782          0.000000          0.000000          0.000000          0.000000          4.041144          0.000000          1.801423          0.000000          0.000000          0.000000          0.000000          0.000000          0.625696          0.000000          0.000000          0.000000          0.000000          0.000000          6.815486          0.000000          0.000000          0.000000          0.000000           0.000000           3.665261           0.000000           0.000000           0.000000           0.000000           0.000000           0.248401           0.000000           0.000000           0.000000           0.000000           0.000000           0.000564           0.000000           0.000000           0.000000           0.000000           0.000000           8.498644           0.000000           0.000000           0.000000           0.000000                   0.431210                    0.071163               0.078605             0.002049        0.000000        0.929578        0.000000        0.000000        0.000000        0.000000          0.156650            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    310      400        0.8       0.997971        1.063201        4.376185         0.000000         0.000091         0.000000         0.000000         0.000000         0.000000         0.000000         3.349721         0.000000          0.000000          0.000000          0.000000          0.000000          2.474428          0.000000          0.000000          0.000000          0.000000          0.000000          1.373349          0.000000          0.000000          0.000000          0.000000          0.000000          3.083438          0.000000          0.000000          0.000000          0.000000          4.152322          0.000000          1.725489          0.000000          0.000000          0.000000          0.000000          0.000000          0.397391          0.000000          0.000000          0.000000          0.000000          0.000000          7.155116          0.000000          0.000000          0.000000          0.000000           0.000000           4.106292           0.000000           0.000000           0.000000           0.000000           0.000000           0.512225           0.000000           0.000000           0.000000           0.000000           0.000000           0.000118           0.000000           0.000000           0.000000           0.000000           0.000000           9.604453           0.000000           0.000000           0.000000           0.000000                   0.507359                    0.071024               0.152894             0.001119        0.000000        1.164779        0.000000        0.000000        0.000000        0.000000          0.046335            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    400      500        0.8       0.999190        1.937347        0.917523         0.000000         0.000024         0.000000         0.000000         0.000000         0.000000         0.000000         3.970136         0.000000          0.000000          0.000000          0.000000          0.000000          3.002287          0.000000          0.000000          0.000000          0.000000          0.000000          0.915684          0.000000          0.000000          0.000000          0.000000          0.000000          3.008596          0.000000          0.000000          0.000000          0.000000          4.584483          0.000000          1.460684          0.000000          0.000000          0.000000          0.000000          0.000000          0.357085          0.000000          0.000000          0.000000          0.000000          0.000000          6.836436          0.000000          0.000000          0.000000          0.000000           0.000000           4.773666           0.000000           0.000000           0.000000           0.000000           0.000000           0.277627           0.000000           0.000000           0.000000           0.000000           0.000000           0.000036           0.000000           0.000000           0.000000           0.000000           0.000000           9.938073           0.000000           0.000000           0.000000           0.000000                   0.442042                    0.071013               0.202295             0.001660        0.000000        1.227393        0.000000        0.000000        0.000000        0.000000          0.098388            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    500      600        0.8       1.000195        3.667511        0.214379         0.000000         0.000004         0.000000         0.000000         0.000000         0.000000         0.000000         3.424989         0.000000          0.000000          0.000000          0.000000          0.000000          2.731034          0.000000          0.000000          0.000000          0.000000          0.000000          0.293390          0.000000          0.000000          0.000000          0.000000          0.000000          2.357693          0.000000          0.000000          0.000000          0.000000          4.529833          0.000000          1.389193          0.000000          0.000000          0.000000          0.000000          0.000000          0.513021          0.000000          0.000000          0.000000          0.000000          0.000000          7.412386          0.000000          0.000000          0.000000          0.000000           0.000000           5.628885           0.000000           0.000000           0.000000           0.000000           0.000000           0.666811           0.000000           0.000000           0.000000           0.000000           0.000000           0.000005           0.000000           0.000000           0.000000           0.000000           0.000000          11.162945           0.000000           0.000000           0.000000           0.000000                   0.455765                    0.492389               0.190411             0.000313        0.000000        1.455204        0.000000        0.000000        0.000000        0.000000          0.019698            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
       0.8         1.2    600      800        0.8       1.001374        6.664728        0.040738         0.000000         0.000002         0.000000         0.000000         0.000000         0.000000         0.000000         3.851605         0.000000          0.000000          0.000000          0.000000          0.000000          1.158000          0.000000          0.000000          0.000000          0.000000          0.000000          0.764762          0.000000          0.000000          0.000000          0.000000          0.000000          2.326218          0.000000          0.000000          0.000000          0.000000          5.423312          0.000000          1.115605          0.000000          0.000000          0.000000          0.000000          0.000000          0.389037          0.000000          0.000000          0.000000          0.000000          0.000000          8.075247          0.000000          0.000000          0.000000          0.000000           0.000000           6.951961           0.000000           0.000000           0.000000           0.000000           0.000000           1.316294           0.000000           0.000000           0.000000           0.000000           0.000000           0.000006           0.000000           0.000000           0.000000           0.000000           0.000000          14.272591           0.000000           0.000000           0.000000           0.000000                   0.303964                    0.529104               0.192357             0.000094        0.000000        1.995458        0.000000        0.000000        0.000000        0.000000          0.058978            1.000000            0.000000            0.000000            0.000000                   1.000000          3.400000  
